Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do,Khu vuc ma hoa,duong ma hoa
Condo for sale,2695.0,2,2,1927,Kings County,Gowanus,40.677514,-73.986803,3,78
Co-op for sale,125.0,1,1,728,Bronx County,East Bronx,40.8560699,-73.8688751,4,49
Condo for sale,625.0,1,1,692,New York County,Manhattan,40.8166535,-73.9473569,1,4
House for sale,775.0,4,3,2184,New York,Brooklyn,40.6385513,-73.8938534,0,3
Co-op for sale,635.0,1,1,2184,New York County,Manhattan,40.78932,-73.9782509,1,4
Multi-family home for sale,2375.0,9,5,4164,New York,Brooklyn,40.6253551,-74.0297531,0,3
Co-op for sale,545.0,1,1,1050,Kings County,Fort Hamilton,40.617623,-74.038637,3,12
Condo for sale,599.0,1,1,935,Kings County,Brighton Beach,40.5801457,-73.9605103,3,30
Co-op for sale,538.0,2,2,1200,Queens,67th Drive,40.7264025,-73.8502225,9,163
Condo for sale,342.99,2,1,900,Richmond County,Castleton Corners,40.6202645,-74.1099106,6,75
Co-op for sale,1500.0,2,2,1600,New York County,Manhattan,40.7739157,-73.9799267,1,4
House for sale,939.0,3,2,1700,New York,Brooklyn,40.6089374,-73.9401956,0,3
Condo for sale,3150.0,4,3,2263,New York County,Manhattan,40.7967552,-73.9696417,1,4
Multi-family home for sale,1750.0,6,3,2146,New York,Brooklyn,40.6432486,-74.0023432,0,3
Co-op for sale,360.0,3,1,2184,New York County,Manhattan,40.7654118,-73.9852527,1,4
House for sale,720.0,3,3,2200,New York,Brooklyn,40.6782274,-73.9267868,0,3
House for sale,1199.999,5,3,1728,New York,Brooklyn,40.628704,-74.00189,0,3
House for sale,710.0,3,2,1400,New York,Queens,40.7011513,-73.7625984,0,11
Co-op for sale,200.0,1,1,700,Kings County,Flatlands,40.6297036,-73.9255951,3,58
Co-op for sale,699.0,2,2,1400,Kings County,Flatbush,40.6535119,-73.9571389,3,31
House for sale,1199.999,5,3,1728,New York,Brooklyn,40.628704,-74.00189,0,3
House for sale,939.0,3,2,1700,New York,Brooklyn,40.6089374,-73.9401956,0,3
Multi-family home for sale,3000.0,24,16,12720,Kings County,Little Caribbean,40.64958,-73.934815,3,119
Co-op for sale,559.0,3,2,1200,Bronx County,North Riverdale,40.9069228,-73.9062512,4,13
Multi-family home for sale,1050.0,5,4,2552,New York,Staten Island,40.6013205,-74.130029,0,1
Condo for sale,2649.0,3,3,1500,New York County,Manhattan,40.7473345,-73.9848617,1,4
Co-op for sale,614.0,1,1,2184,New York County,Manhattan,40.7887084,-73.9700091,1,4
Condo for sale,925.0,2,2,787,Queens County,Ridgewood,40.7078968,-73.9105088,5,113
Condo for sale,800.0,3,2,2184,Queens County,Flushing,40.7540544,-73.8212979,5,8
Condo for sale,559.0,1,1,579,Kings County,Bushwick,40.6915011,-73.9156479,3,46
Condo for sale,999.999,1,2,807,New York County,Manhattan,40.7055917,-74.0172159,1,4
Co-op for sale,269.0,1,1,700,Kings County,Sheepshead Bay,40.5836263,-73.9518978,3,43
Condo for sale,838.0,2,2,1054,Kings County,Dyker Heights,40.6275896,-74.0016198,3,22
Multi-family home for sale,2350.0,15,10,8460,New York,Queens,40.7130859,-73.905278,0,11
Co-op for sale,220.0,1,1,792,Queens County,Howard Beach,40.6680599,-73.8497,5,61
Condo for sale,729.0,1,1,550,New York County,Manhattan,40.7606485,-73.9668928,1,4
Condo for sale,2045.0,3,2,1039,New York County,Manhattan,40.7644959,-73.9851321,1,4
Condo for sale,749.0,2,2,1258,New York,Queens,40.7945927,-73.8457338,0,11
Co-op for sale,189.0,1,1,2184,Queens County,Jamaica,40.7055595,-73.8012395,5,35
Pending,399.0,1,1,775,Kings County,Bay Ridge,40.6363145,-74.0363466,3,37
Co-op for sale,250.0,1,1,800,United States,The Bronx,40.9127295,-73.9022248,7,16
Multi-family home for sale,680.0,3,2,2240,New York,Staten Island,40.6193794,-74.075943,0,1
Multi-family home for sale,1195.0,14,6,5100,New York,Brooklyn,40.6411025,-74.0207743,0,3
Condo for sale,2045.0,3,2,1039,New York County,Manhattan,40.7644959,-73.9851321,1,4
Multi-family home for sale,1599.999,8,4,2184,New York,Queens,40.7505901,-73.8980016,0,11
Co-op for sale,495.0,2,1,900,Kings County,Kensington,40.6329634,-73.9709274,3,55
Pending,314.0,1,1,875,Kings County,Gravesend,40.60714,-73.985744,3,74
Co-op for sale,165.0,1,1,2184,Queens County,Far Rockaway,40.6053247,-73.7581283,5,107
Condo for sale,950.0,2,2,1033,New York County,Manhattan,40.7958546,-73.9464985,1,4
House for sale,975.0,3,2,2184,New York,Brooklyn,40.6553249,-73.9284733,0,3
Co-op for sale,449.0,1,2,1074,Queens County,Queens Village,40.7564761,-73.7212008,5,91
Townhouse for sale,2995.0,7,2,4100,New York,Brooklyn,40.6863946,-73.9376539,0,3
Co-op for sale,325.0,1,1,775,Kings County,Bay Ridge,40.6347771,-74.0316533,3,37
Condo for sale,1599.0,2,2,1094,New York County,Manhattan,40.7592821,-73.9707592,1,4
House for sale,649.0,3,2,2000,New York,Queens,40.6995553,-73.7527095,0,11
Condo for sale,1850.0,1,1,703,New York County,Manhattan,40.7328142,-73.995445,1,4
Condo for sale,1395.0,1,2,1220,New York County,Manhattan,40.707729,-74.0097327,1,4
Condop for sale,1080.0,1,1,2184,New York County,Manhattan,40.751918,-73.9698335,1,4
Co-op for sale,309.0,1,1,2184,New York,Queens,40.7202709,-73.857096,0,11
Multi-family home for sale,1499.0,8,3,2636,New York,Brooklyn,40.5806656,-73.9634221,0,3
Co-op for sale,179.0,1,1,2184,Queens County,Howard Beach,40.667401,-73.8470063,5,61
Contingent,595.0,3,1,2184,New York County,Manhattan,40.7329291,-74.0027905,1,4
House for sale,849.0,3,3,1656,New York,Brooklyn,40.6359565,-73.8946343,0,3
Multi-family home for sale,2780.0,14,9,2184,New York,Queens,40.7617519,-73.7968967,0,11
Condo for sale,759.0,2,2,1230,Kings County,Midwood,40.612478,-73.953507,3,6
Pending,549.999,3,2,1652,Richmond County,Todt Hill,40.6016923,-74.0869707,6,164
Condo for sale,1750.0,2,2,2184,Kings County,Williamsburg,40.714184,-73.945191,3,23
House for sale,1400.0,12,4,2184,New York,Brooklyn,40.6887595,-73.9184086,0,3
Contingent,725.0,3,1,2184,Kings County,Williamsburg,40.714184,-73.945191,3,23
Co-op for sale,249.0,2,1,1000,Kings County,Sheepshead Bay,40.5926138,-73.9396101,3,43
Pending,245.0,2,1,2184,Queens County,Howard Beach,40.6641199,-73.85371,5,61
Condo for sale,1500.0,1,2,1218,Kings County,Williamsburg,40.7115725,-73.948677,3,23
Condo for sale,695.0,2,1,959,New York County,Manhattan,40.7897507,-73.9487257,1,4
House for sale,975.0,3,2,2184,New York,Brooklyn,40.6553249,-73.9284733,0,3
Co-op for sale,325.0,1,1,775,Kings County,Bay Ridge,40.6347771,-74.0316533,3,37
House for sale,649.0,3,2,2000,New York,Queens,40.6995553,-73.7527095,0,11
Co-op for sale,1995.0,2,2,1700,New York County,Manhattan,40.7724058,-73.9797157,1,4
Condo for sale,655.0,3,2,2184,Queens County,Flushing,40.7536461,-73.8313843,5,8
Condo for sale,759.0,2,2,1230,Kings County,Midwood,40.612478,-73.953507,3,6
Townhouse for sale,1799.0,6,4,3300,New York,Brooklyn,40.6959511,-73.9321432,0,3
Condo for sale,3250.0,2,2,1509,New York County,Manhattan,40.7217442,-73.998107,1,4
Co-op for sale,750.0,1,1,750,New York County,Manhattan,40.7840294,-73.9767127,1,4
Townhouse for sale,1495.0,5,3,2184,New York,Brooklyn,40.6954487,-73.9217306,0,3
Condo for sale,658.0,1,1,2184,Queens County,Flushing,40.7533335,-73.8324518,5,8
Co-op for sale,395.0,2,1,2184,Queens County,Forest Hills,40.7284716,-73.8505211,5,15
Townhouse for sale,1999.0,4,2,2487,New York,Brooklyn,40.6353046,-73.9698484,0,3
Contingent,368.888,2,1,540,New York,Staten Island,40.5740408,-74.0931899,0,1
Co-op for sale,285.0,1,1,2184,Bronx County,North Riverdale,40.9073699,-73.9065578,4,13
Multi-family home for sale,1290.0,6,5,2340,New York,Queens,40.5832258,-73.8184131,0,11
Co-op for sale,458.0,2,2,2184,Queens County,Flushing,40.7566557,-73.8232967,5,8
Co-op for sale,438.0,2,1,2184,Queens County,Flushing,40.743059,-73.880983,5,8
House for sale,949.9,3,2,1940,New York,Brooklyn,40.6006625,-73.9808106,0,3
House for sale,599.0,3,2,1232,New York,Staten Island,40.6338588,-74.1528287,0,1
Co-op for sale,289.0,1,1,2184,Queens County,Astoria,40.776279,-73.9082925,5,92
House for sale,635.0,3,1,500,New York County,Manhattan,40.7314129,-73.9921518,1,4
House for sale,1680.0,5,2,1584,New York,Brooklyn,40.6255895,-73.9474055,0,3
Multi-family home for sale,1075.0,5,2,2184,New York,Queens,40.6872827,-73.8604091,0,11
Condo for sale,580.0,2,1,667,Kings County,Sunset Park,40.6609319,-73.9945957,3,89
Pending,838.0,4,4,2780,New York,Staten Island,40.5124611,-74.2488941,0,1
Co-op for sale,2500.0,3,4,2184,New York County,Manhattan,40.75896,-73.9637319,1,4
Condo for sale,200.0,3,2,2184,New York,Brooklyn,40.6648195,-73.9857058,0,3
Co-op for sale,2595.0,3,4,2184,New York County,Manhattan,40.737769,-73.9843803,1,4
House for sale,619.0,2,2,804,New York,Staten Island,40.6250376,-74.1522209,0,1
Condo for sale,1200.0,3,1,500,New York County,Manhattan,40.7377431,-74.0052925,1,4
House for sale,1150.0,3,2,1600,New York,Brooklyn,40.5851948,-73.9368737,0,3
Condo for sale,375.0,1,1,387,Kings County,Sunset Park,40.6637079,-73.9949633,3,89
Condo for sale,2488.0,2,2,1483,New York County,Manhattan,40.7114624,-74.0059409,1,4
Co-op for sale,625.0,1,1,2184,New York County,Manhattan,40.7854218,-73.9544887,1,4
Multi-family home for sale,1510.0,5,3,2184,New York,Brooklyn,40.6576519,-74.0019986,0,3
Condo for sale,935.0,1,1,713,Kings County,Downtown Brooklyn,40.6909831,-73.9899258,3,62
Multi-family home for sale,604.2,5,3,2000,New York,Brooklyn,40.6703548,-73.8767077,0,3
Co-op for sale,375.0,1,1,2184,Queens County,Rockaway Park,40.5770108,-73.8403983,5,66
Co-op for sale,339.0,1,1,2184,Queens County,Astoria,40.7755886,-73.9082717,5,92
House for sale,1149.0,3,1,2184,New York,Queens,40.7328877,-73.853874,0,11
Multi-family home for sale,950.0,3,2,2500,New York,New York,40.8507355,-73.9311387,0,2
Co-op for sale,329.0,2,1,950,Kings County,Gravesend,40.5911414,-73.9676771,3,74
Co-op for sale,279.0,2,1,2184,New York,Queens,40.7308084,-73.7400835,0,11
Co-op for sale,2495.0,3,3,2500,New York County,Manhattan,40.7751383,-73.9457867,1,4
Co-op for sale,595.0,2,2,1075,Queens County,Flushing,40.7487647,-73.8834851,5,8
Multi-family home for sale,850.0,3,2,1696,New York,Staten Island,40.5870716,-74.0944361,0,1
House for sale,849.99,5,3,2184,New York,Queens,40.6841541,-73.7978894,0,11
Townhouse for sale,799.0,3,2,1184,New York,Queens,40.7865794,-73.8422755,0,11
Co-op for sale,550.0,1,1,2184,New York County,Manhattan,40.7706605,-73.9580748,1,4
Multi-family home for sale,3200.0,3,2,17000,New York,Staten Island,40.640823,-74.0800239,0,1
Co-op for sale,639.0,3,1,1100,Queens County,Woodside,40.7586944,-73.9049161,5,87
House for sale,849.99,5,3,2184,New York,Queens,40.6841541,-73.7978894,0,11
House for sale,2199.999,4,2,2848,New York,Staten Island,40.5727658,-74.1401218,0,1
Multi-family home for sale,950.0,9,7,3316,New York,The Bronx,40.8512643,-73.8944397,0,16
Multi-family home for sale,850.0,3,2,1696,New York,Staten Island,40.5870716,-74.0944361,0,1
Co-op for sale,1099.5,2,1,2184,New York County,Manhattan,40.731826,-74.0091497,1,4
Co-op for sale,2495.0,2,2,2184,New York County,Manhattan,40.734217,-73.9946151,1,4
House for sale,1500.0,3,1,2184,New York,Queens,40.7220377,-73.8936918,0,11
Condo for sale,720.0,2,1,970,Queens County,Woodside,40.7472374,-73.9021112,5,87
Condo for sale,760.0,1,1,700,New York County,Manhattan,40.7636004,-73.9583523,1,4
Condo for sale,2350.0,2,2,1628,New York County,Manhattan,40.7602847,-73.9668148,1,4
Co-op for sale,339.999,1,1,825,Queens County,Elmhurst,40.7402133,-73.8868828,5,9
Co-op for sale,220.0,1,1,900,Bronx County,West Bronx,40.8724137,-73.8852231,4,72
Condo for sale,499.0,1,1,750,Queens County,Woodside,40.7409264,-73.9020731,5,87
Co-op for sale,445.0,3,1,550,New York County,Manhattan,40.7735465,-73.9561566,1,4
Co-op for sale,299.0,1,1,700,Queens County,East Elmhurst,40.7585599,-73.87738,5,130
Condo for sale,580.0,2,2,950,Queens County,Flushing,40.7440024,-73.8353772,5,8
Co-op for sale,299.9,1,1,2184,Bronx County,Spuyten Duyvil,40.880985,-73.9102329,4,36
Condo for sale,995.0,2,2,1015,New York County,Manhattan,40.8030984,-73.9559736,1,4
Pending,825.0,6,2,2444,New York,Staten Island,40.5546232,-74.1349952,0,1
Condo for sale,1525.0,2,2,1329,Queens County,Long Island City,40.745483,-73.954465,5,86
Co-op for sale,222.888,2,1,2184,Queens County,Flushing,40.7352139,-73.8226982,5,8
Co-op for sale,1995.0,3,3,1800,New York County,Manhattan,40.7590132,-73.9612618,1,4
Co-op for sale,217.0,1,1,700,Queens County,Kew Gardens,40.7126884,-73.8282495,5,45
Condo for sale,468.0,1,1,500,Queens County,Rego Park,40.725653,-73.8596142,5,14
Multi-family home for sale,1739.888,8,3,3375,New York,Brooklyn,40.6148276,-73.9896373,0,3
House for sale,650.0,5,2,1951,New York,The Bronx,40.8931042,-73.8582396,0,16
House for sale,1690.0,10,4,2958,New York,Brooklyn,40.5862321,-73.9509299,0,3
Multi-family home for sale,2100.0,3,8,7984,Kings County,Crown Heights,40.671868,-73.947826,3,70
Co-op for sale,295.0,1,1,2184,New York,Queens,40.7325379,-73.8601516,0,11
Co-op for sale,450.0,1,1,1115,Queens County,Forest Hills,40.7193296,-73.8380044,5,15
Co-op for sale,995.0,1,1,2184,New York County,Manhattan,40.7836703,-73.9709274,1,4
House for sale,629.0,3,2,1216,New York,Staten Island,40.571871,-74.1276199,0,1
Co-op for sale,235.0,1,1,660,Bronx County,Kingsbridge,40.881546,-73.908104,4,111
House for sale,485.0,3,1,525,New York County,Manhattan,40.7392184,-73.9805521,1,4
Condo for sale,1588.0,2,2,1108,New York County,Manhattan,40.7701201,-73.9833141,1,4
House for sale,2695.0,2,2,1750,New York County,Manhattan,40.7388719,-73.9929549,1,4
Condo for sale,585.0,2,2,988,Bronx County,Riverdale,40.8870567,-73.908722,4,67
Multi-family home for sale,1598.0,8,5,2184,New York,Queens,40.7375448,-73.8549421,0,11
Condo for sale,848.88,1,1,713,New York County,Manhattan,40.7496366,-73.9825832,1,4
Co-op for sale,268.0,1,1,750,Queens County,Flushing,40.7295527,-73.8272075,5,8
Condo for sale,1125.0,1,1,743,New York,New York,40.7961762,-73.962094,0,2
Pending,329.0,2,2,1200,Kings County,Homecrest,40.6068155,-73.9592184,3,85
House for sale,799.0,3,2,2184,New York,Queens,40.7645407,-73.8683353,0,11
House for sale,1380.0,4,2,2520,New York,Brooklyn,40.6217919,-74.0343844,0,3
Co-op for sale,990.0,2,2,2184,New York County,Manhattan,40.7490288,-73.9719957,1,4
Multi-family home for sale,2499.0,18,12,2520,New York,Queens,40.7845143,-73.8508657,0,11
Condo for sale,2395.0,4,3,2155,Kings County,Boerum Hill,40.6820512,-73.9811684,3,121
Co-op for sale,600.0,2,2,2184,Bronx County,Riverdale,40.8855625,-73.9143965,4,67
Co-op for sale,745.0,3,2,2184,Bronx County,Spuyten Duyvil,40.876794,-73.9177034,4,36
Multi-family home for sale,1229.0,6,5,2816,New York,Staten Island,40.5086315,-74.2470232,0,1
Co-op for sale,799.0,1,1,950,New York County,Manhattan,40.7419819,-73.980516,1,4
Contingent,625.0,4,2,1650,New York,Staten Island,40.6333731,-74.122092,0,1
Townhouse for sale,1225.0,4,4,1821,New York,Brooklyn,40.6901415,-73.9187569,0,3
Co-op for sale,299.0,1,1,2184,Queens,Saunders Street,40.7291666,-73.8619839,9,165
Condo for sale,240.0,1,1,800,Richmond County,Castleton Corners,40.6189484,-74.1071576,6,75
Co-op for sale,165.0,1,1,750,Bronx County,North Riverdale,40.904655,-73.9066105,4,13
Multi-family home for sale,1285.0,4,2,2184,New York,Queens,40.7234054,-73.8154612,0,11
Co-op for sale,765.0,1,2,1000,New York County,Manhattan,40.7617971,-73.9766275,1,4
Condo for sale,309.0,2,1,862,Bronx County,Parkchester,40.8385018,-73.86211,4,50
Multi-family home for sale,1250.0,6,3,3496,New York,Brooklyn,40.6405629,-73.9073462,0,3
Townhouse for sale,2099.0,5,4,3200,New York,Brooklyn,40.6328573,-73.9632363,0,3
Co-op for sale,560.0,1,1,2184,New York County,Manhattan,40.7494678,-73.9717468,1,4
Multi-family home for sale,1229.0,6,5,2816,New York,Staten Island,40.5086315,-74.2470232,0,1
Co-op for sale,269.5,2,1,2184,Bronx County,East Bronx,40.8531021,-73.8636237,4,49
Co-op for sale,3275.0,3,3,2184,New York County,Manhattan,40.779101,-73.961095,1,4
Co-op for sale,285.0,1,1,2184,Queens County,Rego Park,40.726843,-73.85458,5,14
House for sale,1249.949,4,4,2720,New York,Staten Island,40.5107574,-74.239192,0,1
Contingent,649.999,5,3,2052,New York,Staten Island,40.6317585,-74.0785358,0,1
Condo for sale,780.0,3,1,2184,Kings County,Prospect Heights,40.6807067,-73.96822,3,32
Condo for sale,1075.0,2,2,1144,Kings County,Bushwick,40.6912454,-73.9154184,3,46
Co-op for sale,345.0,2,1,2184,Queens County,Flushing,40.7233159,-73.858254,5,8
Condo for sale,1075.0,2,2,1144,Kings County,Bushwick,40.6912454,-73.9154184,3,46
Co-op for sale,345.0,2,1,2184,Queens County,Flushing,40.7233159,-73.858254,5,8
Co-op for sale,365.0,2,1,2184,New York,Queens,40.7316971,-73.7409842,0,11
Condo for sale,750.0,1,1,592,Kings County,Williamsburg,40.7120018,-73.9453832,3,23
Condo for sale,1850.0,2,2,1322,New York County,Manhattan,40.7060214,-74.0117866,1,4
House for sale,1288.0,3,2,1692,New York,Brooklyn,40.6091787,-73.993115,0,3
Multi-family home for sale,769.0,4,3,2184,New York,Brooklyn,40.6426509,-73.8958975,0,3
Pending,925.0,3,2,2184,New York,Queens,40.7223571,-73.8834031,0,11
Co-op for sale,500.0,1,1,2184,New York County,Manhattan,40.7667403,-73.9855052,1,4
Pending,625.0,1,1,2184,New York County,Manhattan,40.7362044,-74.0047875,1,4
Multi-family home for sale,1375.0,8,3,3039,New York,The Bronx,40.8019854,-73.9144974,0,16
Co-op for sale,270.0,2,1,700,Queens County,Astoria,40.7769221,-73.9073482,5,92
Multi-family home for sale,1273.0,3,3,2184,New York,Queens,40.7503477,-73.9019836,0,11
Contingent,499.0,1,1,2184,New York County,Manhattan,40.7477728,-73.9794793,1,4
House for sale,749.999,9,3,2184,New York,The Bronx,40.8595463,-73.8956582,0,16
House for sale,499.0,3,2,1024,New York,Staten Island,40.5757598,-74.0943577,0,1
Condo for sale,595.0,1,1,556,Kings County,Bushwick,40.6869771,-73.9126141,3,46
Townhouse for sale,1495.0,6,2,2184,New York,Queens,40.7658641,-73.9158892,0,11
Condo for sale,2995.0,2,2,1784,New York County,Manhattan,40.762394,-73.9739039,1,4
Co-op for sale,469.9,3,2,1200,Bronx County,Spuyten Duyvil,40.8819273,-73.9172822,4,36
Co-op for sale,1995.0,2,2,2184,New York County,Manhattan,40.7793278,-73.9615999,1,4
Co-op for sale,159.999,1,1,650,Bronx County,Mount Eden,40.8412247,-73.9216103,4,166
House for sale,758.0,4,2,1216,New York,Brooklyn,40.6318515,-73.9382094,0,3
House for sale,599.999,2,2,1048,New York,The Bronx,40.8648218,-73.8430463,0,16
Co-op for sale,749.0,1,1,2184,New York County,Manhattan,40.782693,-73.9517106,1,4
Multi-family home for sale,2100.0,8,4,3750,New York,Brooklyn,40.6885485,-73.9192355,0,3
House for sale,620.0,3,2,1280,New York,Queens,40.6837376,-73.7967497,0,11
House for sale,849.0,3,2,1890,New York,The Bronx,40.8292519,-73.855841,0,16
Co-op for sale,469.9,3,2,1200,Bronx County,Spuyten Duyvil,40.8819273,-73.9172822,4,36
Co-op for sale,1995.0,2,2,2184,New York County,Manhattan,40.7793278,-73.9615999,1,4
Co-op for sale,3250.0,3,3,2610,New York County,Manhattan,40.7647756,-73.9679827,1,4
Co-op for sale,338.0,2,1,2184,Queens County,Flushing,40.7272797,-73.8163427,5,8
Co-op for sale,1575.0,2,2,1157,New York County,Manhattan,40.777244,-73.9868738,1,4
Co-op for sale,259.0,1,1,570,Kings County,Bay Ridge,40.6343667,-74.0311335,3,37
House for sale,2300.0,6,4,3850,New York,Brooklyn,40.6897465,-73.9379631,0,3
Co-op for sale,975.0,2,1,2184,New York County,Manhattan,40.7997797,-73.9713866,1,4
Multi-family home for sale,879.0,4,3,2184,New York,Queens,40.6894907,-73.8640398,0,11
Co-op for sale,950.0,2,1,775,New York,New York,40.7497074,-73.9859244,0,2
Condo for sale,749.999,3,3,1602,Kings County,Bergen Beach,40.625366,-73.908929,3,112
Co-op for sale,639.0,3,1,1050,Queens County,Jackson Heights,40.749516,-73.8822296,5,18
Condo for sale,2300.0,3,3,1700,New York County,Manhattan,40.7462651,-73.972462,1,4
Co-op for sale,289.0,1,1,2184,Queens County,Rego Park,40.7325379,-73.8601516,5,14
Multi-family home for sale,1698.888,10,6,3025,New York,Queens,40.7602485,-73.8124754,0,11
Multi-family home for sale,1180.0,4,3,1528,New York,Brooklyn,40.6204591,-73.9928625,0,3
Townhouse for sale,499.0,3,2,1890,New York,Staten Island,40.630181,-74.1228208,0,1
Condo for sale,799.0,1,1,2184,New York County,Manhattan,40.7484135,-73.9731998,1,4
Co-op for sale,600.0,1,1,750,New York County,Manhattan,40.7986646,-73.9678976,1,4
Multi-family home for sale,699.0,4,2,2184,New York,Queens,40.6762104,-73.8013544,0,11
House for sale,1578.0,5,3,2184,New York,Queens,40.7262631,-73.7937601,0,11
House for sale,849.0,4,3,2184,New York,Queens,40.7314866,-73.7083076,0,11
Co-op for sale,1550.0,1,1,2184,New York County,Manhattan,40.7324629,-73.9972883,1,4
