Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do
Multi-family home for sale,1.35,9,3,3318,New York,The Bronx,40.8262094,-73.9164423
Multi-family home for sale,0.7977770000000001,4,2,2184,New York,Queens,40.6764388,-73.8008604
Pending,0.68,4,2,1536,New York,Queens,40.6729488,-73.8425151
House for sale,0.549,4,2,2184,New York,Queens,40.6027057,-73.7548417
House for sale,0.749,3,2,1400,New York,Brooklyn,40.6306818,-73.9325033
Co-op for sale,0.398,3,1,900,Kings County,Mapleton,40.617177,-73.986447
Condo for sale,0.68,2,2,847,Queens County,Elmhurst,40.7367106,-73.8722089
Co-op for sale,0.499,2,1,2184,Queens County,Jackson Heights,40.7537299,-73.88503
Townhouse for sale,2.25,4,2,1360,New York,Brooklyn,40.6568189,-73.9795706
Pending,0.55,3,2,1520,New York,Staten Island,40.5878221,-74.097086
Townhouse for sale,1.5,14,7,6375,New York,The Bronx,40.8426571,-73.8884167
Co-op for sale,0.999,1,1,2184,Kings County,Park Slope,40.6698886,-73.9726587
Condo for sale,0.799,2,2,868,Queens County,Bayside,40.7696789,-73.772159
Condo for sale,0.699,1,1,2184,Queens,61st Street,40.7441863,-73.9037635
Co-op for sale,0.94,2,1,2184,New York County,Manhattan,40.7689684,-73.9543121
Condo for sale,1.395,2,2,2184,New York County,Manhattan,40.778484,-73.9524912
House for sale,0.629,3,2,1575,New York,The Bronx,40.8734881,-73.8582333
Co-op for sale,0.999,1,1,2184,Kings County,Park Slope,40.6698886,-73.9726587
Townhouse for sale,1.5,14,7,6375,New York,The Bronx,40.8426571,-73.8884167
Co-op for sale,0.94,2,1,2184,New York County,Manhattan,40.7689684,-73.9543121
Townhouse for sale,1.1,9,3,3944,New York,The Bronx,40.8473585,-73.9057344
Co-op for sale,1.395,2,2,2184,New York County,Manhattan,40.7716485,-73.9646206
Pending,0.599,3,3,1392,New York,Staten Island,40.5556599,-74.1550879
Condo for sale,1.395,2,2,2184,New York County,Manhattan,40.778484,-73.9524912
Multi-family home for sale,1.049,6,2,2184,New York,Queens,40.7124648,-73.8767192
Co-op for sale,0.925,3,2,1700,New York County,Manhattan,40.7640501,-73.964336
Condo for sale,1.695,2,2,1035,Kings County,Williamsburg,40.7163702,-73.9515728
Condo for sale,0.599,1,1,958,Queens County,Flushing,40.7494499,-73.8778676
Co-op for sale,1.25,2,2,1350,New York County,Manhattan,40.7695956,-73.9688773
Condo for sale,0.61,3,2,923,Kings County,Fort Greene,40.6863077,-73.9709274
Multi-family home for sale,2.299,8,5,2700,New York,Queens,40.7556144,-73.777277
House for sale,1.35,3,2,2184,New York,New York,40.7970316,-73.9395297
Co-op for sale,2.395,4,4,3600,New York County,Manhattan,40.7491926,-73.9695417
Condo for sale,1.08,2,2,1545,Queens County,College Point,40.7841243,-73.8569018
Pending,0.45,2,1,2184,Kings County,Southside,40.709819,-73.957902
Multi-family home for sale,2.25,10,2,5200,New York,Brooklyn,40.6266296,-74.0077129
Co-op for sale,0.5888880000000001,3,2,1150,Queens County,Rego Park,40.7318958,-73.8599645
Co-op for sale,0.279,2,1,2184,Queens County,Jamaica,40.7063799,-73.79996
Condo for sale,1.199,2,1,1080,Kings County,Fort Hamilton,40.6163434,-74.0377889
House for sale,1.39,3,2,1276,New York,The Bronx,40.8807227,-73.8993457
Multi-family home for sale,1.15,6,3,2400,New York,Brooklyn,40.6309272,-73.9303563
Condo for sale,0.65,2,2,1013,Bronx County,Riverdale,40.8870567,-73.908722
House for sale,0.5999990000000001,3,2,1340,New York,Brooklyn,40.6677486,-73.9134481
Co-op for sale,0.395,2,1,950,Bronx County,North Riverdale,40.909252,-73.905421
Co-op for sale,0.299,1,1,700,Queens County,Flushing,40.7547282,-73.8859706
Condo for sale,0.549,2,2,1113,Queens County,Howard Beach,40.6687898,-73.8494942
Condo for sale,1.35,2,2,1066,Kings County,Greenpoint,40.7200818,-73.9473654
Condo for sale,0.499,1,1,571,Queens County,Flushing,40.7440779,-73.9118986
Condo for sale,1.351242,2,2,1026,Queens County,Long Island City,40.747963,-73.944456
Co-op for sale,0.249,2,1,830,Kings County,Gravesend,40.5871568,-73.9709274
Condo for sale,0.479,1,2,1096,Kings County,Cypress Hills,40.6874842,-73.8754674
Condo for sale,1.899,3,2,1757,Kings County,Brighton Beach,40.5769367,-73.9570143
Co-op for sale,0.275,1,1,694,Queens County,Jamaica,40.7102499,-73.81917
Condo for sale,2.15,2,2,1711,New York County,Manhattan,40.771979,-73.9889567
Co-op for sale,1.999,3,3,1950,New York County,Manhattan,40.7851745,-73.9538945
House for sale,1.588,5,2,2580,New York,Brooklyn,40.6122575,-74.0082788
Co-op for sale,1.999,2,2,2184,New York County,Manhattan,40.7776874,-73.9585526
Condo for sale,1.745,2,2,1574,Queens County,Long Island City,40.7457551,-73.9417456
House for sale,1.488,3,2,2886,New York,Staten Island,40.5792773,-74.1211285
Condo for sale,1.494,1,2,1444,New York County,Manhattan,40.7719269,-73.949189
Multi-family home for sale,1.1089,6,2,2664,New York,Brooklyn,40.63089,-74.018305
House for sale,0.65,3,2,1110,New York,Staten Island,40.6057728,-74.0906176
Townhouse for sale,2.05,12,8,8049,New York,Brooklyn,40.6743116,-73.9522812
Multi-family home for sale,1.998,19,8,5890,New York,Brooklyn,40.6585481,-73.9859643
House for sale,1.25,5,4,2755,New York,Staten Island,40.5923372,-74.0687941
Co-op for sale,0.749,2,1,1000,New York County,Manhattan,40.7686208,-73.9544906
Contingent,0.235,3,1,301,New York,Staten Island,40.5781324,-74.1603451
Multi-family home for sale,1.215,13,7,5250,New York,The Bronx,40.82384,-73.8695469
Co-op for sale,0.399,1,1,2184,Queens County,Flushing,40.721991,-73.8393784
Co-op for sale,2.465,2,2,1400,New York County,Manhattan,40.7873301,-73.9797201
Co-op for sale,1.2,2,2,2184,New York County,Manhattan,40.7854218,-73.9544887
Co-op for sale,0.439,3,1,475,New York County,Manhattan,40.7308814,-73.9937801
Condo for sale,0.975,2,2,930,Kings County,Bushwick,40.6869771,-73.9126141
Townhouse for sale,1.499,6,4,2184,New York,Brooklyn,40.6878701,-73.9272448
Condo for sale,0.65,3,1,1050,Flatbush,2501,40.6492401,-73.9534818
Townhouse for sale,2.55,8,4,3900,New York,Brooklyn,40.6616741,-73.985673
Condo for sale,1.999999,4,4,2743,New York County,Manhattan,40.7895034,-73.9769713
Condo for sale,0.46,1,1,518,Kings County,Sheepshead Bay,40.5869759,-73.9514442
Condo for sale,1.395,2,2,1003,New York,Brooklyn,40.6930476,-73.9611241
Co-op for sale,0.29,1,1,2184,Queens County,Flushing,40.7298599,-73.81851
Multi-family home for sale,1.99,6,5,2100,New York,Queens,40.7556078,-73.7775019
Pending,0.599889,2,2,2184,New York,Queens,40.6782347,-73.7528651
Multi-family home for sale,0.589,3,2,1560,New York,Brooklyn,40.6758932,-73.8787634
Co-op for sale,1.139,3,2,1800,Queens County,Forest Hills,40.7201292,-73.8398387
Co-op for sale,0.125,1,1,728,Bronx County,East Bronx,40.8560699,-73.8688751
Condo for sale,0.625,1,1,692,New York County,Manhattan,40.8166535,-73.9473569
House for sale,0.775,4,3,2184,New York,Brooklyn,40.6385513,-73.8938534
Co-op for sale,0.635,1,1,2184,New York County,Manhattan,40.78932,-73.9782509
Multi-family home for sale,2.375,9,5,4164,New York,Brooklyn,40.6253551,-74.0297531
Co-op for sale,0.545,1,1,1050,Kings County,Fort Hamilton,40.617623,-74.038637
Condo for sale,0.599,1,1,935,Kings County,Brighton Beach,40.5801457,-73.9605103
Co-op for sale,0.538,2,2,1200,Queens,67th Drive,40.7264025,-73.8502225
Condo for sale,0.34299,2,1,900,Richmond County,Castleton Corners,40.6202645,-74.1099106
Co-op for sale,1.5,2,2,1600,New York County,Manhattan,40.7739157,-73.9799267
House for sale,0.939,3,2,1700,New York,Brooklyn,40.6089374,-73.9401956
Multi-family home for sale,1.75,6,3,2146,New York,Brooklyn,40.6432486,-74.0023432
Co-op for sale,0.36,3,1,2184,New York County,Manhattan,40.7654118,-73.9852527
House for sale,0.72,3,3,2200,New York,Brooklyn,40.6782274,-73.9267868
House for sale,1.199999,5,3,1728,New York,Brooklyn,40.628704,-74.00189
House for sale,0.71,3,2,1400,New York,Queens,40.7011513,-73.7625984
Co-op for sale,0.2,1,1,700,Kings County,Flatlands,40.6297036,-73.9255951
Co-op for sale,0.699,2,2,1400,Kings County,Flatbush,40.6535119,-73.9571389
House for sale,1.199999,5,3,1728,New York,Brooklyn,40.628704,-74.00189
House for sale,0.939,3,2,1700,New York,Brooklyn,40.6089374,-73.9401956
Co-op for sale,0.559,3,2,1200,Bronx County,North Riverdale,40.9069228,-73.9062512
Multi-family home for sale,1.05,5,4,2552,New York,Staten Island,40.6013205,-74.130029
Co-op for sale,0.614,1,1,2184,New York County,Manhattan,40.7887084,-73.9700091
Condo for sale,0.925,2,2,787,Queens County,Ridgewood,40.7078968,-73.9105088
Condo for sale,0.8,3,2,2184,Queens County,Flushing,40.7540544,-73.8212979
Condo for sale,0.559,1,1,579,Kings County,Bushwick,40.6915011,-73.9156479
Condo for sale,0.999999,1,2,807,New York County,Manhattan,40.7055917,-74.0172159
Co-op for sale,0.269,1,1,700,Kings County,Sheepshead Bay,40.5836263,-73.9518978
Condo for sale,0.838,2,2,1054,Kings County,Dyker Heights,40.6275896,-74.0016198
Multi-family home for sale,2.35,15,10,8460,New York,Queens,40.7130859,-73.905278
Co-op for sale,0.22,1,1,792,Queens County,Howard Beach,40.6680599,-73.8497
Condo for sale,0.729,1,1,550,New York County,Manhattan,40.7606485,-73.9668928
Condo for sale,2.045,3,2,1039,New York County,Manhattan,40.7644959,-73.9851321
Condo for sale,0.749,2,2,1258,New York,Queens,40.7945927,-73.8457338
Co-op for sale,0.189,1,1,2184,Queens County,Jamaica,40.7055595,-73.8012395
Pending,0.399,1,1,775,Kings County,Bay Ridge,40.6363145,-74.0363466
Co-op for sale,0.25,1,1,800,United States,The Bronx,40.9127295,-73.9022248
Multi-family home for sale,0.68,3,2,2240,New York,Staten Island,40.6193794,-74.075943
Multi-family home for sale,1.195,14,6,5100,New York,Brooklyn,40.6411025,-74.0207743
Condo for sale,2.045,3,2,1039,New York County,Manhattan,40.7644959,-73.9851321
Multi-family home for sale,1.599999,8,4,2184,New York,Queens,40.7505901,-73.8980016
Co-op for sale,0.495,2,1,900,Kings County,Kensington,40.6329634,-73.9709274
Pending,0.314,1,1,875,Kings County,Gravesend,40.60714,-73.985744
Co-op for sale,0.165,1,1,2184,Queens County,Far Rockaway,40.6053247,-73.7581283
Condo for sale,0.95,2,2,1033,New York County,Manhattan,40.7958546,-73.9464985
House for sale,0.975,3,2,2184,New York,Brooklyn,40.6553249,-73.9284733
Co-op for sale,0.449,1,2,1074,Queens County,Queens Village,40.7564761,-73.7212008
Co-op for sale,0.325,1,1,775,Kings County,Bay Ridge,40.6347771,-74.0316533
Condo for sale,1.599,2,2,1094,New York County,Manhattan,40.7592821,-73.9707592
House for sale,0.649,3,2,2000,New York,Queens,40.6995553,-73.7527095
Condo for sale,1.85,1,1,703,New York County,Manhattan,40.7328142,-73.995445
Condo for sale,1.395,1,2,1220,New York County,Manhattan,40.707729,-74.0097327
Condop for sale,1.08,1,1,2184,New York County,Manhattan,40.751918,-73.9698335
Co-op for sale,0.309,1,1,2184,New York,Queens,40.7202709,-73.857096
Multi-family home for sale,1.499,8,3,2636,New York,Brooklyn,40.5806656,-73.9634221
Co-op for sale,0.179,1,1,2184,Queens County,Howard Beach,40.667401,-73.8470063
Contingent,0.595,3,1,2184,New York County,Manhattan,40.7329291,-74.0027905
House for sale,0.849,3,3,1656,New York,Brooklyn,40.6359565,-73.8946343
Condo for sale,0.759,2,2,1230,Kings County,Midwood,40.612478,-73.953507
Pending,0.549999,3,2,1652,Richmond County,Todt Hill,40.6016923,-74.0869707
Condo for sale,1.75,2,2,2184,Kings County,Williamsburg,40.714184,-73.945191
House for sale,1.4,12,4,2184,New York,Brooklyn,40.6887595,-73.9184086
Contingent,0.725,3,1,2184,Kings County,Williamsburg,40.714184,-73.945191
Co-op for sale,0.249,2,1,1000,Kings County,Sheepshead Bay,40.5926138,-73.9396101
Pending,0.245,2,1,2184,Queens County,Howard Beach,40.6641199,-73.85371
Condo for sale,1.5,1,2,1218,Kings County,Williamsburg,40.7115725,-73.948677
Condo for sale,0.695,2,1,959,New York County,Manhattan,40.7897507,-73.9487257
House for sale,0.975,3,2,2184,New York,Brooklyn,40.6553249,-73.9284733
Co-op for sale,0.325,1,1,775,Kings County,Bay Ridge,40.6347771,-74.0316533
House for sale,0.649,3,2,2000,New York,Queens,40.6995553,-73.7527095
Co-op for sale,1.995,2,2,1700,New York County,Manhattan,40.7724058,-73.9797157
Condo for sale,0.655,3,2,2184,Queens County,Flushing,40.7536461,-73.8313843
Condo for sale,0.759,2,2,1230,Kings County,Midwood,40.612478,-73.953507
Townhouse for sale,1.799,6,4,3300,New York,Brooklyn,40.6959511,-73.9321432
Co-op for sale,0.75,1,1,750,New York County,Manhattan,40.7840294,-73.9767127
Townhouse for sale,1.495,5,3,2184,New York,Brooklyn,40.6954487,-73.9217306
Condo for sale,0.658,1,1,2184,Queens County,Flushing,40.7533335,-73.8324518
Co-op for sale,0.395,2,1,2184,Queens County,Forest Hills,40.7284716,-73.8505211
Townhouse for sale,1.999,4,2,2487,New York,Brooklyn,40.6353046,-73.9698484
Contingent,0.368888,2,1,540,New York,Staten Island,40.5740408,-74.0931899
Co-op for sale,0.285,1,1,2184,Bronx County,North Riverdale,40.9073699,-73.9065578
Multi-family home for sale,1.29,6,5,2340,New York,Queens,40.5832258,-73.8184131
Co-op for sale,0.458,2,2,2184,Queens County,Flushing,40.7566557,-73.8232967
Co-op for sale,0.438,2,1,2184,Queens County,Flushing,40.743059,-73.880983
House for sale,0.9499,3,2,1940,New York,Brooklyn,40.6006625,-73.9808106
House for sale,0.599,3,2,1232,New York,Staten Island,40.6338588,-74.1528287
Co-op for sale,0.289,1,1,2184,Queens County,Astoria,40.776279,-73.9082925
House for sale,0.635,3,1,500,New York County,Manhattan,40.7314129,-73.9921518
House for sale,1.68,5,2,1584,New York,Brooklyn,40.6255895,-73.9474055
Multi-family home for sale,1.075,5,2,2184,New York,Queens,40.6872827,-73.8604091
Condo for sale,0.58,2,1,667,Kings County,Sunset Park,40.6609319,-73.9945957
Pending,0.838,4,4,2780,New York,Staten Island,40.5124611,-74.2488941
Co-op for sale,2.5,3,4,2184,New York County,Manhattan,40.75896,-73.9637319
Condo for sale,0.2,3,2,2184,New York,Brooklyn,40.6648195,-73.9857058
House for sale,0.619,2,2,804,New York,Staten Island,40.6250376,-74.1522209
Condo for sale,1.2,3,1,500,New York County,Manhattan,40.7377431,-74.0052925
House for sale,1.15,3,2,1600,New York,Brooklyn,40.5851948,-73.9368737
Condo for sale,0.375,1,1,387,Kings County,Sunset Park,40.6637079,-73.9949633
Condo for sale,2.488,2,2,1483,New York County,Manhattan,40.7114624,-74.0059409
Co-op for sale,0.625,1,1,2184,New York County,Manhattan,40.7854218,-73.9544887
Multi-family home for sale,1.51,5,3,2184,New York,Brooklyn,40.6576519,-74.0019986
Condo for sale,0.935,1,1,713,Kings County,Downtown Brooklyn,40.6909831,-73.9899258
Multi-family home for sale,0.6042000000000001,5,3,2000,New York,Brooklyn,40.6703548,-73.8767077
Co-op for sale,0.375,1,1,2184,Queens County,Rockaway Park,40.5770108,-73.8403983
Co-op for sale,0.339,1,1,2184,Queens County,Astoria,40.7755886,-73.9082717
House for sale,1.149,3,1,2184,New York,Queens,40.7328877,-73.853874
Multi-family home for sale,0.95,3,2,2500,New York,New York,40.8507355,-73.9311387
Co-op for sale,0.329,2,1,950,Kings County,Gravesend,40.5911414,-73.9676771
Co-op for sale,0.279,2,1,2184,New York,Queens,40.7308084,-73.7400835
Co-op for sale,2.495,3,3,2500,New York County,Manhattan,40.7751383,-73.9457867
Co-op for sale,0.595,2,2,1075,Queens County,Flushing,40.7487647,-73.8834851
Multi-family home for sale,0.85,3,2,1696,New York,Staten Island,40.5870716,-74.0944361
House for sale,0.84999,5,3,2184,New York,Queens,40.6841541,-73.7978894
Townhouse for sale,0.799,3,2,1184,New York,Queens,40.7865794,-73.8422755
Co-op for sale,0.55,1,1,2184,New York County,Manhattan,40.7706605,-73.9580748
Co-op for sale,0.639,3,1,1100,Queens County,Woodside,40.7586944,-73.9049161
House for sale,0.84999,5,3,2184,New York,Queens,40.6841541,-73.7978894
House for sale,2.1999989999999996,4,2,2848,New York,Staten Island,40.5727658,-74.1401218
Multi-family home for sale,0.95,9,7,3316,New York,The Bronx,40.8512643,-73.8944397
Multi-family home for sale,0.85,3,2,1696,New York,Staten Island,40.5870716,-74.0944361
Co-op for sale,1.0995,2,1,2184,New York County,Manhattan,40.731826,-74.0091497
Co-op for sale,2.495,2,2,2184,New York County,Manhattan,40.734217,-73.9946151
House for sale,1.5,3,1,2184,New York,Queens,40.7220377,-73.8936918
Condo for sale,0.72,2,1,970,Queens County,Woodside,40.7472374,-73.9021112
Condo for sale,0.76,1,1,700,New York County,Manhattan,40.7636004,-73.9583523
Condo for sale,2.35,2,2,1628,New York County,Manhattan,40.7602847,-73.9668148
Co-op for sale,0.33999900000000005,1,1,825,Queens County,Elmhurst,40.7402133,-73.8868828
Co-op for sale,0.22,1,1,900,Bronx County,West Bronx,40.8724137,-73.8852231
Condo for sale,0.499,1,1,750,Queens County,Woodside,40.7409264,-73.9020731
Co-op for sale,0.445,3,1,550,New York County,Manhattan,40.7735465,-73.9561566
Co-op for sale,0.299,1,1,700,Queens County,East Elmhurst,40.7585599,-73.87738
Condo for sale,0.58,2,2,950,Queens County,Flushing,40.7440024,-73.8353772
Co-op for sale,0.2999,1,1,2184,Bronx County,Spuyten Duyvil,40.880985,-73.9102329
Condo for sale,0.995,2,2,1015,New York County,Manhattan,40.8030984,-73.9559736
Pending,0.825,6,2,2444,New York,Staten Island,40.5546232,-74.1349952
Condo for sale,1.525,2,2,1329,Queens County,Long Island City,40.745483,-73.954465
Co-op for sale,0.222888,2,1,2184,Queens County,Flushing,40.7352139,-73.8226982
Co-op for sale,1.995,3,3,1800,New York County,Manhattan,40.7590132,-73.9612618
Co-op for sale,0.217,1,1,700,Queens County,Kew Gardens,40.7126884,-73.8282495
Condo for sale,0.468,1,1,500,Queens County,Rego Park,40.725653,-73.8596142
Multi-family home for sale,1.7398879999999999,8,3,3375,New York,Brooklyn,40.6148276,-73.9896373
House for sale,0.65,5,2,1951,New York,The Bronx,40.8931042,-73.8582396
House for sale,1.69,10,4,2958,New York,Brooklyn,40.5862321,-73.9509299
Multi-family home for sale,2.1,3,8,7984,Kings County,Crown Heights,40.671868,-73.947826
Co-op for sale,0.295,1,1,2184,New York,Queens,40.7325379,-73.8601516
Co-op for sale,0.45,1,1,1115,Queens County,Forest Hills,40.7193296,-73.8380044
Co-op for sale,0.995,1,1,2184,New York County,Manhattan,40.7836703,-73.9709274
House for sale,0.629,3,2,1216,New York,Staten Island,40.571871,-74.1276199
Co-op for sale,0.235,1,1,660,Bronx County,Kingsbridge,40.881546,-73.908104
House for sale,0.485,3,1,525,New York County,Manhattan,40.7392184,-73.9805521
Condo for sale,1.588,2,2,1108,New York County,Manhattan,40.7701201,-73.9833141
Condo for sale,0.585,2,2,988,Bronx County,Riverdale,40.8870567,-73.908722
Multi-family home for sale,1.598,8,5,2184,New York,Queens,40.7375448,-73.8549421
Condo for sale,0.84888,1,1,713,New York County,Manhattan,40.7496366,-73.9825832
Co-op for sale,0.268,1,1,750,Queens County,Flushing,40.7295527,-73.8272075
Condo for sale,1.125,1,1,743,New York,New York,40.7961762,-73.962094
